NOMBRE,CATEGORIA,COORDENADAS
VILLAGE VIEW CO-OP BUILDING 7,Residencial,POINT (-73.987355902615 40.724169709061)
56 LEONARD BUILDING,Residencial,POINT (-74.006257795484 40.717715531356)
MFINDA KALUNGA GARDEN,Recreativo,POINT (-73.991920327554 40.720971190722)
RUTGERS HOUSES BUILDING 1,Residencial,POINT (-73.991936259107 40.712146150338)
CENTRAL PARK TENNIS COURT,Recreativo,POINT (-73.961876631462 40.789485964257)
PECK SLIP PLAZA,Recreativo,POINT (-74.001500711522 40.707671798633)
LINCOLN HOUSES BUILDING 5,Residencial,POINT (-73.936432114373 40.810650127971)
RUSSIAN TEA ROOM,Comercial,POINT (-73.979350260079 40.764981447627)
ROCKEFELLER PARK,Recreativo,POINT (-74.016513523889 40.71784367901)
CONRAD HOTEL,Comercial,POINT (-74.015321914479 40.715249852517)
HARLEM LIBRARY,Cultural,POINT (-73.943326255649 40.806144407141)
STUYVESANT TOWN 442 E 20 444 E 20 446 E 20 448 E 20 450 E 20,Residencial,POINT (-73.979032618843 40.733376575876)
CALHOUN LOWER SCHOOL ROBERT L BEIR BUILDING,Educativo,POINT (-73.980039694547 40.779471849162)
TRIBECA PARK,Recreativo,POINT (-74.00560045363 40.720194276204)
PS 28 WRIGHT BROTHERS,Educativo,POINT (-73.942232760175 40.831586002577)
JACKIE ROBINSON POOL,Recreativo,POINT (-73.942806745932 40.824253121439)
CYPRUS CONSULATE,Gobierno,POINT (-73.980755269702 40.751923909201)
ROCKEFELLER UNIVERSITY WELCH HALL (MARKUS LIBRARY),Educativo,POINT (-73.954953531257 40.762339656527)
COLLECT POND PARK,Recreativo,POINT (-74.001845630423 40.716380442887)
SENTON HOTEL,Comercial,POINT (-73.989779763922 40.745101331525)
JUJAMCYN THEATRE 44 ST,Cultural,POINT (-73.988128333039 40.758074402135)
GUTENBERG PLAYGROUND,Recreativo,POINT (-73.990221054274 40.7634929012)
RIVERSIDE PARK COMMUNITY APARTMENT,Residencial,POINT (-73.956457899848 40.819839611318)
MANHATTAN COMMUNITY BOARD 12,Gobierno,POINT (-73.93959082081 40.839258635828)
BIRCH FAMILY SERVICES MANHATTAN EARLY CHILDHOOD CENTER,Educativo,POINT (-73.937081863048 40.853830671017)
FREDERICK DOUGLASS BOULEVARD COMMUNITY GARDEN,Recreativo,POINT (-73.939037002706 40.827267668984)
FRANK MCCOURT HIGH SCHOOL,Educativo,POINT (-73.974235977518 40.785840353203)
FRANKLIN PLAZA BUILDING 6,Residencial,POINT (-73.941445318492 40.791330076538)
SCHOOL OF THE BLESSED SACRAMENT,Educativo,POINT (-73.981391040833 40.776977433294)
NYS OMH PUMP STATION,Salud,POINT (-73.93133433154 40.789995250633)
PARC 77 BUILDING,Residencial,POINT (-73.976070934553 40.780305990957)
GERALD SCHOENFELD THEATRE,Cultural,POINT (-73.987441145604 40.758539722199)
GUYANA MISSION TO UN,Gobierno,POINT (-73.972162077592 40.750335443718)
LA PERLA COMMUNITY GARDEN,Recreativo,POINT (-73.963120573729 40.798299040009)
RIIS HOUSES BUILDING 12,Residencial,POINT (-73.974017821464 40.723996775038)
BARUCH HOUSES BUILDING 17,Residencial,POINT (-73.978551068438 40.719266851875)
DSNY SPRING STREET SALT SHED,Gobierno,POINT (-74.010508315439 40.725851132516)
DOMINICAN REPUBLIC CONSULATE,Gobierno,POINT (-73.986518455488 40.757219197345)
MAN TRAFFIC 212 239 2500,Gobierno,POINT (-73.99142923462 40.747808886402)
FULTON HOUSES BUILDING 4,Residencial,POINT (-74.005507028219 40.743357367151)
FIT DAVID DUBINSKY STUDENT CTR,Educativo,POINT (-73.996073812233 40.747826996285)
GRANT HOUSES BUILDING 2,Residencial,POINT (-73.958778393422 40.813885488203)
VLADECK PARK,Recreativo,POINT (-73.982030128291 40.712447628567)
BARUCH HOUSES BUILDING 2,Residencial,POINT (-73.975971498084 40.71738067449)
JEFFERSON HOUSES BUILDING 16,Residencial,POINT (-73.93939340885 40.796353011757)
HORTICULTURAL SOCIETY OF NEW YORK,Cultural,POINT (-73.988852174734 40.752574315621)
COLUMBIA UNIVERSITY FAYERWEATHER HALL,Educativo,POINT (-73.960404948689 40.808173513709)
TRIBECA BRIDGE TOWER BUILDING,Residencial,POINT (-74.013995464708 40.717103762293)
MERCER PLAYGROUND,Recreativo,POINT (-73.99623483817 40.727624207826)
AUGUST WILSON THEATRE,Cultural,POINT (-73.984308679259 40.763360612692)
FEDERAL HALL NATIONAL MEMORIAL,Cultural,POINT (-74.010354147857 40.707230637455)
HARLEM VILLAGE GREEN,Recreativo,POINT (-73.942942082622 40.809871175323)
TUDOR CITY PARK NORTH,Recreativo,POINT (-73.97042770539 40.749503850655)
SCHOOL OF EARTH EXPLORATION AND DISCOVERY HARLEM SEED HARLEM,Educativo,POINT (-73.952244997759 40.815026726356)
BARNARD COLLEGE PLIMPTON HALL,Residencial,POINT (-73.958592767469 40.809724344503)
MANHATTAN COMMUNITY BOARD 1,Gobierno,POINT (-74.005063040724 40.713902918359)
SAMUEL CITY HOUSES BUILDING 3,Residencial,POINT (-73.937592593365 40.820337661522)
VILLAGE VIEW CO-OP BUILDING 4,Residencial,POINT (-73.98572100434 40.724966411129)
COLUMBIA UNIVERSITY WOODBRIDGE HALL,Educativo,POINT (-73.966127797938 40.808280297957)
CHILDREN'S ZOO TICKET BOOTH,Recreativo,POINT (-73.970801341728 40.768394904716)
MURRAY HILL ACADEMY,Educativo,POINT (-73.981043790612 40.746390977149)
HARLEM RIVER HOUSES BLDG 5,Residencial,POINT (-73.93761029233 40.826288319801)
JACQUELINE KENNEDY ONASSIS HIGH SCHOOL,Educativo,POINT (-73.983493311753 40.757697494065)
NIPPON RESTAURANT,Comercial,POINT (-73.97044458615 40.757492627904)
IRVING PLACE THEATRE,Cultural,POINT (-73.988392885763 40.734888906116)
SAMUEL CITY HOUSES BUILDING 29,Residencial,POINT (-73.939093264198 40.819305869312)
SAMOA MISSION TO UN,Gobierno,POINT (-73.97179982531 40.749860795256)
FRANKLIN PLAZA BUILDING 5,Residencial,POINT (-73.942200862708 40.791641824823)
CRIMINAL COURT - BROADWAY,Gobierno,POINT (-74.003521246148 40.71646821778)
PS 452,Educativo,POINT (-73.987393586352 40.771726032763)
DREW-HAMILTON HOUSES BUILDING 2,Residencial,POINT (-73.942809479851 40.821046096055)
DANIEL PATRICK MOYNIHAN US COURTHOUSE,Gobierno,POINT (-74.000935532457 40.713600088799)
WASHINGTON SQUARE PARK,Recreativo,POINT (-73.997647116861 40.730972934648)
KANTOR FIELDS,Recreativo,POINT (-73.925555115298 40.784897496476)
ALFRED E SMITH PLAYGROUND,Recreativo,POINT (-73.99721742725 40.710949558317)
PS 116 MARY LINDLEY MURRAY,Educativo,POINT (-73.97779236482 40.744483652953)
CENTRAL PARK NORTHWEST CORNER,Recreativo,POINT (-73.958101104007 40.799924004044)
RIVERBANK PARK HANDBALL COURTS,Recreativo,POINT (-73.958163800625 40.823304393491)
CHURCHILL SCHOOL,Educativo,POINT (-73.977536570981 40.74156554241)
CENTRAL PARK SHEEP MEADOW N,Recreativo,POINT (-73.974083068012 40.772931780895)
ROCKEFELLER UNIVERSITY EMERGENCY GENERATOR_FD ROOSEVELT DR,Educativo,POINT (-73.955848046703 40.76171784457)
MCKINLEY PLAYGROUND,Recreativo,POINT (-73.985845385098 40.724220258832)
WHITE HOUSES MAIN BUILDING,Residencial,POINT (-73.94367073663 40.7897011067)
CENTRAL PARK DELACORTE THEATER,Recreativo,POINT (-73.968786275365 40.780121698632)
SMITH HOUSES BUILDING 2,Residencial,POINT (-73.997545912388 40.709845562195)
NYS OMH WORK CONTROL STORAGE,Salud,POINT (-73.926091940887 40.7859840153)
SOLOMON R GUGGENHEIM MUSEUM,Cultural,POINT (-73.959003070606 40.782973234974)
CHARTER COMMUNICATIONS,Comercial,POINT (-73.913078119723 40.871456722063)
DOUBLETREE METROPOLITAN HOTEL,Comercial,POINT (-73.971419648406 40.756674805956)
CLINTON HOUSES BUILDING 1,Residencial,POINT (-73.945797228155 40.79496528603)
NEW YORK UNIVERSITY BRITTANY RESIDENCE HALL,Educativo,POINT (-73.99172129879 40.732007120974)
PARK EAST DAY SCHOOL,Educativo,POINT (-73.963219724496 40.767355434286)
RIVERSIDE PARK DOG RUN W 105 ST,Recreativo,POINT (-73.971546990847 40.802424385563)
JOHNSON HOUSES BUILDING 3,Residencial,POINT (-73.944157437456 40.796733438976)
COLLEGE ACADEMY HIGH SCHOOL,Educativo,POINT (-73.926173576558 40.85585144042)
DAILY NEWS BUILDING,Comercial,POINT (-73.9734091829 40.750002624912)
DE HOSTOS PROJECTS,Residencial,POINT (-73.97207603025 40.792550690924)
CARVER HOUSES BUILDING 1,Residencial,POINT (-73.951446839298 40.789021782964)
CLINTON COMMUNITY GARDEN (LES) STANTON ST,Recreativo,POINT (-73.984427783049 40.720066144322)
WESTIN HOTEL TIMES SQUARE,Comercial,POINT (-73.988926926961 40.757600654104)
PS 152 DYCKMAN VALLEY,Educativo,POINT (-73.927792949757 40.860149189939)
GEM HOTEL,Comercial,POINT (-73.999375740466 40.744658297102)
DOUGLASS I HOUSES BUILDING 10,Residencial,POINT (-73.964785018615 40.797140782731)
FRANKLIN PLAZA APARTMENTS,Residencial,POINT (-73.941652855414 40.791153057621)
THE STUDIO MUSEUM OF HARLEM,Cultural,POINT (-73.947644917434 40.80834228386)
ELINOR BUNIN MUNROE FILM CENTER,Cultural,POINT (-73.983611508543 40.773360744058)
NYS OMH POWER PLANT,Salud,POINT (-73.927224340474 40.785370906283)
GREENWICH HOTEL,Comercial,POINT (-74.00988169425 40.719885310751)
SUTTON PARKS,Recreativo,POINT (-73.960485636305 40.756412583978)
HUNTER COLLEGE NORTH BUILDING,Educativo,POINT (-73.964983142408 40.768706649998)
HOLCOMBE RUCKER PARK COMFORT STATION,Recreativo,POINT (-73.936169962638 40.829194327204)
BURMA CONSULATE & MISSION TO UN,Gobierno,POINT (-73.963986154487 40.775227625582)
JAZZ ON THE PARK HOSTEL,Comercial,POINT (-73.961021984854 40.798261104711)
LOWELL HOTEL,Comercial,POINT (-73.96920168611 40.765767691023)
BLOOMINGDALE PLAYGROUND,Recreativo,POINT (-73.966192642661 40.799229316822)
DREW-HAMILTON HEALTH CLINIC,Residencial,POINT (-73.942224217167 40.821831972)
JOYCE THEATRE,Cultural,POINT (-74.000575525713 40.742815728882)
PS 721 MANHATTAN OCCUPATIONAL TRAINING CENTER,Educativo,POINT (-74.006401970235 40.728904625507)
CENTRAL PARK BELVEDERE CASTLE,Recreativo,POINT (-73.96908151191 40.779421463038)
POD 51 HOTEL,Comercial,POINT (-73.969074166316 40.755795787973)
CATBIRD PLAYGROUND,Recreativo,POINT (-73.944751520886 40.773959016547)
PETER COOPER VILLAGE 350 1 AV,Residencial,POINT (-73.979132440582 40.735026428218)
MUSE HOTEL,Comercial,POINT (-73.983767802466 40.757787792136)
CENTRAL PARK FORT CLINTON,Recreativo,POINT (-73.952141471686 40.795279612856)
HAMILTON GRANGE LIBRARY,Cultural,POINT (-73.948062004543 40.825639372518)
COLUMBIA UNIVERSITY WIEN HALL,Educativo,POINT (-73.95968930898 40.806698639352)
RIIS HOUSES BUILDING 3,Residencial,POINT (-73.973929514969 40.725997027073)
TAFT HOUSES,Residencial,POINT (-73.946759551514 40.798390196798)
CENTRAL PARK GREAT LAWN W,Recreativo,POINT (-73.967896718135 40.78193343053)
FULTON CENTER,Comercial,POINT (-74.009025842691 40.710500699603)
RIVERSIDE SCHOOL FOR MAKERS AND ARTISTS,Educativo,POINT (-73.990187628976 40.772902940762)
154 W 84 STREET HOUSES,Residencial,POINT (-73.975347706834 40.785929843268)
MANHATTANVILLE REHABS GROUP 2 BUILDING 3,Residencial,POINT (-73.952884328939 40.818590195876)
TRINIDAD & TOBAGO MISSION TO UN,Gobierno,POINT (-73.974909512701 40.749604222596)
ALICE TULLY HALL,Cultural,POINT (-73.982600645487 40.773648480708)
ROCKEFELLER UNIVERSITY GREENBERG BUILDING,Educativo,POINT (-73.954670546448 40.763000012014)
ROSE THEATER,Cultural,POINT (-73.982565447989 40.768848865739)
KARMA HOOKAH BAR & LOUNGE,Comercial,POINT (-73.987564810302 40.724891030558)
OPEN ROAD GARDEN,Recreativo,POINT (-73.983318521847 40.729260944117)
SAMUEL N BENNERSON 2ND PLAYGROUND,Recreativo,POINT (-73.986899845847 40.773955809623)
LOS AMIGOS GARDEN,Recreativo,POINT (-73.982040468104 40.722501700364)
RIIS 2 HOUSES,Residencial,POINT (-73.975465907885 40.72284665701)
ST NICHOLAS MIRACLE GARDEN,Recreativo,POINT (-73.951470488262 40.811695330846)
RANGEL HOUSES BUILDING 7,Residencial,POINT (-73.936051572197 40.834170259045)
SURINAME MISSION TO UN,Gobierno,POINT (-73.966187518384 40.752458210638)
BROWNSTONES HOUSES BUILDING 35,Residencial,POINT (-73.969484188292 40.788093804309)
MILLENNIUM HIGH SCHOOL,Educativo,POINT (-74.011323308676 40.704710000459)
DREAM FIELD OF DREAMS,Recreativo,POINT (-73.943832969431 40.786725464789)
HIGH LINE W 26 ST ENTRANCE,Recreativo,POINT (-74.003311632506 40.749864171057)
MOMA GARDEN,Recreativo,POINT (-73.976760288921 40.761409937776)
COLUMBIA UNIVERSITY SCHERMERHORN EXTENSION,Educativo,POINT (-73.960031879115 40.808655685806)
HGU HOTEL,Comercial,POINT (-73.983293590461 40.746066806729)
PS 18 PARK TERRACE ACADEMY,Educativo,POINT (-73.911607758063 40.871606016254)
FORT WASHINGTON ACNC CLINIC,Salud,POINT (-73.94469977982 40.839376483229)
FRANKLIN PLAZA BUILDING 4,Residencial,POINT (-73.942526225276 40.791275448696)
NEW YORK UNIVERSITY WASHINGTON SQUAREVILLAGE,Educativo,POINT (-73.997359103117 40.727539963858)
NEW YORK UNIVERSITY 3 AVE NORTH RESIDENCE HALL,Educativo,POINT (-73.988106724512 40.731509539461)
VLADECK HOUSES BUILDING 13,Residencial,POINT (-73.981942179196 40.713082172451)
GOVERNORS ISLAND PLAY LAWN,Recreativo,POINT (-74.021584976761 40.687562509741)
BOOTH THEATRE,Cultural,POINT (-73.987052942387 40.758423247201)
NEW YORK THEATRE WORKSHOP,Cultural,POINT (-73.990036097803 40.726636643267)
YMCA CHINATOWN HOUSTON STREET CENTER,Cultural,POINT (-73.992074053612 40.723675417899)
FBI,Gobierno,POINT (-74.004185399984 40.715467551179)
CENTRAL PARK,Recreativo,POINT (-73.965239756796 40.782377356839)
THE LIONS PLAYGROUND,Recreativo,POINT (-73.99347186365 40.718268404483)
NYC HEALTH + HOSPITALS GOUVERNEUR,Salud,POINT (-73.988059082238 40.713057692449)
BROOKFIELD PLACE,Comercial,POINT (-74.015469045721 40.713843829828)
COLUMBIA UNIVERSITY MEDICAL CENTER WILLIAM BLACK MEDICAL RESEARCH BUILDING,Salud,POINT (-73.941738834333 40.841616063602)
SAMUEL CITY HOUSES BUILDING 30,Residencial,POINT (-73.93915725179 40.819357411481)
GEORGE WASHINGTON HOTEL,Comercial,POINT (-73.984301568853 40.739790956674)
NEW YORK UNIVERSITY WAVERLY BUILDING,Educativo,POINT (-73.995129511541 40.730332614417)
DEMOCRACY PREP HARLEM ELEMENTARY SCHOOL,Educativo,POINT (-73.938953360971 40.807106550793)
OASIS COMMUNITY GARDEN,Recreativo,POINT (-73.991221948086 40.766306943199)
HARLEM CHILDRENS ZONE PROMISE ACADEMY 1 MIDDLE SCHOOL,Educativo,POINT (-73.948163460955 40.812432092374)
VENEZUELA CONSULATE,Gobierno,POINT (-73.975722003374 40.758945415399)
MORNINGSIDE PARK PLAYGROUND W 110 ST,Recreativo,POINT (-73.95996078875 40.801966005331)
PLAYGROUND 103 CIII,Recreativo,POINT (-73.939134024993 40.787076876468)
JEFFERSON HOUSES BUILDING 8,Residencial,POINT (-73.937938873702 40.794182019127)
HIGHBRIDGE PARK FRANCISCO ALFONSO BASEBALL FIELD,Recreativo,POINT (-73.934961030267 40.84141090533)
DRUMGOOLE PLAZA,Recreativo,POINT (-74.004152566733 40.711157799014)
WHITEHOUSE HOTEL,Comercial,POINT (-73.992222920635 40.726140610936)
BROWNSTONES HOUSES BUILDING 29,Residencial,POINT (-73.968365124542 40.788405509053)
MOUNT MORRIS EAST PLAYGROUND,Recreativo,POINT (-73.943129300349 40.803272884834)
IRVINGTON HALL APARTMENTS,Residencial,POINT (-73.987713398331 40.763961371049)
PS 76 A PHILIP RANDOLPH,Educativo,POINT (-73.951332831639 40.806640195375)
DRAWING CENTER,Cultural,POINT (-74.002853189021 40.72239026328)
BERNIC HOTEL,Comercial,POINT (-73.972693685458 40.754381441742)
AMC EMPIRE 25 THEATRE,Cultural,POINT (-73.989279973627 40.756714418235)
ST NICHOLAS PLAYGROUND SOUTH,Recreativo,POINT (-73.947459377292 40.810721490179)
TRUMP SOHO HOTEL,Comercial,POINT (-74.005446168037 40.725417290133)
TOMPKINS SQUARE PARK PLAYGROUND AVE A,Recreativo,POINT (-73.982516889876 40.726828703149)
UN SECRETARIAT BUILDING,Gobierno,POINT (-73.968085517849 40.748971227958)
DOUGLASS HOUSES BUILDING 3,Residencial,POINT (-73.965278686467 40.796436091624)
BARUCH HOUSES BUILDING 8,Residencial,POINT (-73.977440370838 40.71782831358)
FT TRYON PARK HISTORIC MARKER,Recreativo,POINT (-73.933827799728 40.858757416583)
WALDORF ASTORIA HOTEL,Comercial,POINT (-73.973853653479 40.75665634809)
SUNKEN MEADOW FIELD 37,Recreativo,POINT (-73.9177834113 40.794874565377)
UNITED NATIONS POLICE BOOTH,Gobierno,POINT (-73.969121281768 40.749410002634)
BERKELEY COLLEGE E 43 ST,Educativo,POINT (-73.979457585353 40.753952381867)
TEACHERS COLLEGE WHITTIER HALL,Educativo,POINT (-73.95919017983 40.809800094869)
OUR LADY QUEEN OF MARTYRS SCHOOL,Educativo,POINT (-73.928003280637 40.863715728852)
WRIGHT BROTHERS PLAYGROUND,Recreativo,POINT (-73.941802802937 40.831752658314)
LOWER EAST SIDE I BUILDING 4,Residencial,POINT (-73.990178156854 40.721222825502)
TRUMP PARC EAST CONDOMINIUM,Residencial,POINT (-73.976630039647 40.765617701672)
LINCOLN HOUSES BUILDING 6,Residencial,POINT (-73.936155809604 40.811114307996)
WTC COMPLEX,Comercial,POINT (-74.011041211772 40.711644066288)
SAMUEL CITY HOUSES BUILDING 37,Residencial,POINT (-73.940810329045 40.818734923485)
FDR FOUR FREEDOMS PARK,Recreativo,POINT (-73.960221252754 40.750988362219)
CHELSEA ADDITION HOUSES,Residencial,POINT (-74.001173338146 40.748547815489)
ALLEN STEVENSON SCHOOL,Educativo,POINT (-73.959821483229 40.774304208077)
MARBLE HILL HOUSES,Residencial,POINT (-73.908695522316 40.87448558127)
JOAN OF ARC MONUMENT,Recreativo,POINT (-73.976475726059 40.794118259523)
HAVEN AVENUE MALLS,Recreativo,POINT (-73.942660523478 40.848160364229)
DAYS INN HOTEL,Comercial,POINT (-73.972157803862 40.793315985658)
SUCCESS ACADEMY UNION SQUARE MANHATTAN 1,Educativo,POINT (-73.987240750976 40.73562454182)
PS 166 THE RICHARD RODGERS SCHOOL OF THE ARTS & TECHNOLOGY,Educativo,POINT (-73.972578097327 40.789010785347)
FULTON HOUSES BUILDING 7,Residencial,POINT (-74.003964542072 40.743345664401)
COLUMBIA SECONDARY SCHOOL,Educativo,POINT (-73.956170064232 40.810787952312)
CZECH REPUBLIC CON,Gobierno,POINT (-73.95645329082 40.76909837065)
CENTRAL PARK EAST HIGH SCHOOL,Educativo,POINT (-73.948682329942 40.793757706657)
ISHAM PARK STAIRS BTW W 214 ST & ISHAM ST PARK TERR W TO SEAMAN AVE,Recreativo,POINT (-73.919396833351 40.870371556047)
JEFFERSON HOUSES BUILDING 17,Residencial,POINT (-73.938862547395 40.796126788593)
ETHEL BARRYMORE THEATRE,Cultural,POINT (-73.986143500562 40.760105736906)
SUNKEN MEADOW FIELD 19,Recreativo,POINT (-73.918694701539 40.794693139485)
RIVERSIDE PARK 146 & 147 BASEBALL FIELDS,Recreativo,POINT (-73.952920334636 40.828968307933)
TIMES SQUARE POST STATION,Gobierno,POINT (-73.991828165147 40.757831961793)
LINCOLN HOUSES BUILDING 3,Residencial,POINT (-73.936004040424 40.80995210949)
DOUGLASS REHAB BUILDING 1,Residencial,POINT (-73.969873178735 40.798242915937)
UKRAINE MISSION TO UN,Gobierno,POINT (-73.969449979304 40.755943051128)
WALD HOUSES BUILDING 14,Residencial,POINT (-73.975364172919 40.719915411711)
WHITE PLAYGROUND,Recreativo,POINT (-73.945929360153 40.791681445621)
EPIPHANY UPPER SCHOOL,Educativo,POINT (-73.98171400535 40.742530775746)
AMERICAN EXPRESS TOWER 200 VESEY ST,Comercial,POINT (-74.014870271241 40.713890283325)
SARA D ROOSEVELT PARK,Recreativo,POINT (-73.991551416533 40.721716282939)
MORNINGSIDE HEIGHTS LIBRARY,Cultural,POINT (-73.964777057334 40.80613853397)
OCTAGON BUILDING,Residencial,POINT (-73.94358914631 40.769033921345)
RIIS HOUSES BUILDING 1,Residencial,POINT (-73.974556507876 40.725132964837)
LYCEUM KENNEDY SCHOOL,Educativo,POINT (-73.972441828336 40.75099726389)
HUDSON RIVER PARK,Recreativo,POINT (-74.008979282994 40.749812739902)
KUWAIT CONSUL MISSION 5FL,Gobierno,POINT (-73.970007991172 40.750824255401)
TISCH CHILDRENS ZOO GOATS EXHIBIT,Recreativo,POINT (-73.970414701181 40.768233981757)
HIGHWAY CHRISTIAN ACADEMY,Educativo,POINT (-73.944502718262 40.795520319241)
CENTRAL PARK BETHESDA TERRACE,Recreativo,POINT (-73.970999632707 40.773944720427)
BATTERY PARK PLAYGROUND,Recreativo,POINT (-74.014436015064 40.701837263064)
PARK WEST MONTESSORI SCHOOL,Educativo,POINT (-73.96146685574 40.796510995088)
THE OPPORTUNITY CHARTER SCHOOL,Educativo,POINT (-73.955345570601 40.801686181918)
VILLAGE EAST THEATRES INC,Cultural,POINT (-73.986382595301 40.730974285114)
EAST RIVER WALK,Recreativo,POINT (-73.951988459665 40.76498619474)
COTTON CLUB,Comercial,POINT (-73.96034731248 40.817628409789)
ESPERANZA PREPARATORY ACADEMY,Educativo,POINT (-73.941905398706 40.792410253683)
CENTRAL PARK WOLLMAN RINK,Recreativo,POINT (-73.974463183751 40.767789561085)
IRAN MISSION TO UN,Gobierno,POINT (-73.975646387517 40.749773721624)
NYU MAIN CAMPUS BLDG,Educativo,POINT (-73.996549134502 40.729142646413)
GOMPERS HOUSES BUILDING 2,Residencial,POINT (-73.982215286252 40.717897412291)
EAST RIVER PLAZA SHOPPING MALL,Comercial,POINT (-73.931595444079 40.795563270376)
INWOOD HILL PARK GAELIC FIELD,Recreativo,POINT (-73.922738651049 40.873290679957)
WARDS ISLAND CENTRAL FIELDS,Recreativo,POINT (-73.926892204115 40.788183034025)
SILVERSTEIN FAMILY PARK,Recreativo,POINT (-74.011478666101 40.713249415847)
STUYVESANT TOWN - 310 FA,Residencial,POINT (-73.98018679343 40.733864561513)
WILLIAM B WASHINGTON MEMORIAL GARDEN,Recreativo,POINT (-73.951586702265 40.811437704608)
